,Position,Driver,Car,Laps,Time,Points
5,1,Nigel Mansell,Williams Honda,75,1:28:22.866,9
6,2,Keke Rosberg,Williams Honda,75,+7.572s,6
2,3,Alain Prost,McLaren TAG,74,DNF,4
28,4,Stefan Johansson,Ferrari,74,+1 lap,3
17,5,Gerhard Berger,Arrows BMW,74,+1 lap,2
18,6,Thierry Boutsen,Arrows BMW,74,+1 lap,1
3,7,Martin Brundle,Tyrrell Renault,73,+2 laps,0
11,NC,Elio de Angelis,Lotus Renault,52,DNF,0
29,NC,Pierluigi Martini,Minardi Motori Moderni,45,DNF,0
1,NC,Niki Lauda,McLaren TAG,37,DNF,0
4,NC,Philippe Streiff,Tyrrell Renault,16,DNF,0
12,NC,Ayrton Senna,Lotus Renault,8,DNF,0
27,NC,Michele Alboreto,Ferrari,8,DNF,0
7,NC,Nelson Piquet,Brabham BMW,6,DNF,0
20,NC,Piercarlo Ghinzani,Toleman Hart,4,DNF,0
19,NC,Teo Fabi,Toleman Hart,3,DNF,0
8,NC,Marc Surer,Brabham BMW,3,DNF,0
24,NC,Huub Rothengatter,Osella Alfa Romeo,1,DNF,0
22,NC,Riccardo Patrese,Alfa Romeo,,DNS,0
23,NC,Eddie  Cheever,Alfa Romeo,,DNS,0
