,Position,Driver,Car,Time
5,1,Damon Hill,Williams Renault,1:21.952
1,2,Michael Schumacher,Benetton Renault,1:22.742
6,3,David Coulthard,Williams Renault,1:23.109
28,4,Gerhard Berger,Ferrari,1:23.220
27,5,Jean Alesi,Ferrari,1:23.754
8,6,Mika Hakkinen,McLaren Mercedes,1:23.857
2,7,Johnny Herbert,Benetton Renault,1:23.885
25,8,Martin Brundle,Ligier Mugen Honda,1:24.447
15,9,Eddie Irvine,Jordan Peugeot,1:24.857
7,10,Mark Blundell,McLaren Mercedes,1:24.933
14,11,Rubens Barrichello,Jordan Peugeot,1:25.081
26,12,Olivier Panis,Ligier Mugen Honda,1:25.125
9,13,Gianni Morbidelli,Footwork Hart,1:25.447
30,14,Heinz-Harald Frentzen,Sauber Ford,1:25.661
3,15,Ukyo Katayama,Tyrrell Yamaha,1:25.808
24,16,Luca Badoer,Minardi Ford,1:25.969
4,17,Mika Salo,Tyrrell Yamaha,1:26.473
23,18,Pierluigi Martini,Minardi Ford,1:26.913
29,19,Jean-Christophe Boullion,Sauber Ford,1:27.145
11,20,Domenico Schiattarella,Simtek Ford,1:28.337
16,21,Bertrand Gachot,Pacific Ilmor,1:29.039
21,22,Pedro Diniz,Forti Ford,1:29.244
12,23,Jos Verstappen,Simtek Ford,1:29.391
22,24,Roberto Moreno,Forti Ford,1:29.608
17,25,Andrea Montermini,Pacific Ilmor,1:30.149
10,26,Taki Inoue,Footwork Hart,1:31.542
