,Position,Driver,Car,Time
1,1,Keke Rosberg,Williams Honda,1:34.526
15,2,Alain Prost,Renault,1:34.672
27,3,Patrick Tambay,Ferrari,1:34.758
5,4,Nelson Piquet,Brabham BMW,1:35.114
35,5,Derek Warwick,Toleman Hart,1:35.206
28,6,Rene Arnoux,Ferrari,1:35.547
6,7,Riccardo Patrese,Brabham BMW,1:35.958
16,8,Eddie  Cheever,Renault,1:36.051
8,9,Niki Lauda,McLaren TAG,1:36.054
23,10,Mauro Baldi,Alfa Romeo,1:36.126
3,11,Michele Alboreto,Tyrrell Ford,1:36.291
25,12,Jean-Pierre Jarier,Ligier Ford,1:36.393
11,13,Elio de Angelis,Lotus Ford,1:36.454
33,14,Roberto Guerrero,Theodore Ford,1:36.694
36,15,Bruno Giacomelli,Toleman Hart,1:36.747
7,16,John Watson,McLaren TAG,1:36.977
26,17,Raul Boesel,Ligier Ford,1:37.729
2,18,Jacques Laffite,Williams Honda,1:38.234
34,19,Johnny Cecotto,Theodore Ford,1:38.378
29,20,Marc Surer,Arrows Ford,1:38.468
4,21,Danny Sullivan,Tyrrell Ford,1:38.686
12,22,Nigel Mansell,Lotus Ford,1:39.154
30,23,Chico Serra,Arrows Ford,1:39.965
31,24,Corrado Fabi,Theodore Ford,1:40.309
9,25,Manfred Winkelhock,ATS BMW,1:41.153
17,26,Eliseo Salazar,RAM Ford,1:41.478
