,Position,Driver,Car,Lap,Time
5,1,Nigel Mansell,Williams Renault,43,1:26.379
27,2,Alain Prost,Ferrari,48,1:26.589
2,3,Gerhard Berger,McLaren Honda,51,1:26.633
1,4,Ayrton Senna,McLaren Honda,43,1:27.509
20,5,Nelson Piquet,Benetton Ford,53,1:27.857
4,6,Stefano Modena,Tyrrell Honda,57,1:27.936
28,7,Jean Alesi,Ferrari,30,1:27.998
22,8,Jyrki Jarvilehto,Dallara Judd,55,1:28.305
24,9,Gianni Morbidelli,Minardi Ferrari,56,1:28.856
32,10,Bertrand Gachot,Jordan Ford,23,1:28.869
33,11,Andrea de Cesaris,Jordan Ford,40,1:29.246
8,12,Mark Blundell,Brabham Yamaha,41,1:29.316
3,13,Satoru Nakajima,Tyrrell Honda,49,1:29.379
11,14,Mika Hakkinen,Lotus Judd,39,1:29.411
21,15,Emanuele Pirro,Dallara Judd,49,1:29.485
12,16,Johnny Herbert,Lotus Judd,50,1:29.877
19,17,Roberto Moreno,Benetton Ford,16,1:30.204
23,18,Pierluigi Martini,Minardi Ferrari,41,1:30.222
7,19,Martin Brundle,Brabham Yamaha,23,1:30.935
16,20,Ivan Capelli,Leyton House Ilmor,9,1:31.078
30,21,Aguri Suzuki,Lola Ford,28,1:31.133
25,22,Thierry Boutsen,Ligier Lamborghini,20,1:31.192
15,23,Mauricio Gugelmin,Leyton House Ilmor,5,1:31.207
29,24,Eric Bernard,Lola Ford,21,1:31.493
9,25,Michele Alboreto,Footwork Porsche,25,1:31.804
6,26,Riccardo Patrese,Williams Renault,1,2:48.923
