,Position,Driver,Car,Time
12,1,Gilles Villeneuve,Ferrari,1:18.825
2,2,Carlos Reutemann,Lotus Ford,1:18.886
11,3,Jody Scheckter,Ferrari,1:18.911
25,4,Patrick Depailler,Ligier Ford,1:19.025
26,5,Jacques Laffite,Ligier Ford,1:19.032
1,6,Mario Andretti,Lotus Ford,1:19.454
4,7,Jean-Pierre Jarier,Tyrrell Ford,1:19.580
20,8,James Hunt,Wolf Ford,1:19.643
29,9,Riccardo Patrese,Arrows Ford,1:19.727
27,10,Alan  Jones,Williams Ford,1:19.910
5,11,Niki Lauda,Brabham Ford,1:20.041
6,12,Nelson Piquet,Brabham Ford,1:20.456
30,13,Jochen Mass,Arrows Ford,1:20.608
17,14,Jan Lammers,Shadow Ford,1:20.740
28,15,Clay Regazzoni,Williams Ford,1:20.768
14,16,Emerson Fittipaldi,Fittipaldi Ford,1:21.033
3,17,Didier Pironi,Tyrrell Ford,1:21.192
7,18,John Watson,McLaren Ford,1:21.304
8,19,Patrick Tambay,McLaren Ford,1:21.411
18,20,Elio de Angelis,Shadow Ford,1:21.961
9,21,Hans-Joachim Stuck,ATS Ford,1:22.828
24,22,Arturo Merzario,Merzario Ford,1:22.938
31,23,Hector Rebaque,Lotus Ford,1:22.990
22,24,Derek Daly,Ensign Ford,1:23.888
