,Position,Driver,Car,Time
12,1,Ayrton Senna,McLaren Honda,1:28.096
5,2,Nigel Mansell,Williams Judd,1:28.632
11,3,Alain Prost,McLaren Honda,1:28.782
28,4,Gerhard Berger,Ferrari,1:29.026
1,5,Nelson Piquet,Lotus Honda,1:30.087
27,6,Michele Alboreto,Ferrari,1:30.114
20,7,Thierry Boutsen,Benetton Ford,1:30.140
6,8,Riccardo Patrese,Williams Judd,1:30.439
16,9,Ivan Capelli,March Judd,1:30.929
2,10,Satoru Nakajima,Lotus Honda,1:31.280
17,11,Derek Warwick,Arrows Megatron,1:31.723
19,12,Alessandro Nannini,Benetton Ford,1:31.772
15,13,Mauricio Gugelmin,March Judd,1:31.833
22,14,Andrea de Cesaris,Rial Ford,1:32.275
18,15,Eddie  Cheever,Arrows Megatron,1:32.843
30,16,Philippe Alliot,Lola Ford,1:32.933
29,17,Yannick Dalmas,Lola Ford,1:33.408
25,18,Rene Arnoux,Ligier Judd,1:34.474
14,19,Philippe Streiff,AGS Ford,1:34.481
24,20,Luis Perez-Sala,Minardi Ford,1:34.532
26,21,Stefan Johansson,Ligier Judd,1:34.579
3,22,Jonathan  Palmer,Tyrrell Ford,1:34.686
23,23,Adrian Campos,Minardi Ford,1:34.886
33,24,Stefano Modena,Euro Brun Ford,1:34.910
31,25,Gabriele Tarquini,Coloni Ford,1:35.407
32,26,Oscar Larrauri,Euro Brun Ford,1:35.711
