,Position,Driver,Car,Time / Gap
2,1,Alain Prost,McLaren Honda,1:23.879
1,2,Ayrton Senna,McLaren Honda,+0.997s
7,3,Martin Brundle,Brabham Judd,+1.452s
27,4,Nigel Mansell,Ferrari,+1.667s
21,5,Alex Caffi,Dallara Ford,+1.697s
22,6,Andrea de Cesaris,Dallara Ford,+2.274s
9,7,Derek Warwick,Arrows Ford,+2.321s
8,8,Stefano Modena,Brabham Judd,+2.384s
6,9,Riccardo Patrese,Williams Renault,+2.524s
5,10,Thierry Boutsen,Williams Renault,+2.719s
23,11,Pierluigi Martini,Minardi Ford,+2.869s
15,12,Mauricio Gugelmin,March Judd,+3.339s
11,13,Nelson Piquet,Lotus Judd,+3.445s
12,14,Satoru Nakajima,Lotus Judd,+3.455s
4,15,Michele Alboreto,Tyrrell Ford,+3.484s
24,16,Luis Perez-Sala,Minardi Ford,+3.494s
10,17,Eddie  Cheever,Arrows Ford,+3.537s
3,18,Jonathan  Palmer,Tyrrell Ford,+3.661s
30,19,Philippe Alliot,Lola Lamborghini,+4.009s
29,20,Yannick Dalmas,Lola Lamborghini,+4.177s
40,21,Gabriele Tarquini,AGS Ford,+4.203s
38,22,Christian Danner,Rial Ford,+4.240s
26,23,Olivier Grouillard,Ligier Ford,+4.412s
20,24,Johnny Herbert,Benetton Ford,+4.690s
25,25,Rene Arnoux,Ligier Ford,+4.696s
32,26,Pierre Henri Raphanel,Coloni Ford,+5.105s
31,27,Roberto Moreno,Coloni Ford,+5.373s
19,28,Alessandro Nannini,Benetton Ford,+5.736s
16,29,Ivan Capelli,March Judd,+5.894s
