,Position,Driver,Car,Time
1,1,Ayrton Senna,McLaren Honda,1:22.308
2,2,Alain Prost,McLaren Honda,1:23.456
5,3,Thierry Boutsen,Williams Renault,1:24.332
7,4,Martin Brundle,Brabham Judd,1:24.580
27,5,Nigel Mansell,Ferrari,1:24.735
9,6,Derek Warwick,Arrows Ford,1:24.791
6,7,Riccardo Patrese,Williams Renault,1:25.021
8,8,Stefano Modena,Brabham Judd,1:25.086
21,9,Alex Caffi,Dallara Ford,1:25.481
22,10,Andrea de Cesaris,Dallara Ford,1:25.515
23,11,Pierluigi Martini,Minardi Ford,1:26.288
4,12,Michele Alboreto,Tyrrell Ford,1:26.388
40,13,Gabriele Tarquini,AGS Ford,1:26.422
15,14,Mauricio Gugelmin,March Judd,1:26.522
19,15,Alessandro Nannini,Benetton Ford,1:26.599
26,16,Olivier Grouillard,Ligier Ford,1:26.792
30,17,Philippe Alliot,Lola Lamborghini,1:26.857
32,18,Pierre Henri Raphanel,Coloni Ford,1:27.011
11,19,Nelson Piquet,Lotus Judd,1:27.046
10,20,Eddie  Cheever,Arrows Ford,1:27.117
25,21,Rene Arnoux,Ligier Ford,1:27.182
16,22,Ivan Capelli,March Judd,1:27.302
3,23,Jonathan  Palmer,Tyrrell Ford,1:27.452
20,24,Johnny Herbert,Benetton Ford,1:27.706
31,25,Roberto Moreno,Coloni Ford,1:27.721
24,26,Luis Perez-Sala,Minardi Ford,1:27.786
