,Position,Driver,Car,Time
1,1,Ayrton Senna,McLaren Honda,1:16.665
2,2,Alain Prost,McLaren Honda,1:17.403
23,3,Pierluigi Martini,Minardi Ford,1:17.623
19,4,Alessandro Nannini,Benetton Ford,1:17.762
5,5,Thierry Boutsen,Williams Renault,1:17.791
6,6,Riccardo Patrese,Williams Renault,1:17.827
27,7,Nigel Mansell,Ferrari,1:18.313
8,8,Stefano Modena,Brabham Judd,1:18.750
22,9,Andrea de Cesaris,Dallara Ford,1:18.828
21,10,Alex Caffi,Dallara Ford,1:18.857
17,11,Nicola Larini,Osella Ford,1:19.110
7,12,Martin Brundle,Brabham Judd,1:19.136
20,13,Emanuele Pirro,Benetton Ford,1:19.217
28,14,Gerhard Berger,Ferrari,1:19.238
4,15,Jean Alesi,Tyrrell Ford,1:19.259
16,16,Ivan Capelli,March Judd,1:19.269
37,17,Jyrki Jarvilehto,Onyx Ford,1:19.309
11,18,Nelson Piquet,Lotus Judd,1:19.392
30,19,Philippe Alliot,Lola Lamborghini,1:19.568
9,20,Derek Warwick,Arrows Ford,1:19.599
18,21,Piercarlo Ghinzani,Osella Ford,1:19.691
10,22,Eddie  Cheever,Arrows Ford,1:19.922
12,23,Satoru Nakajima,Lotus Judd,1:20.066
26,24,Olivier Grouillard,Ligier Ford,1:20.073
15,25,Mauricio Gugelmin,March Judd,1:20.191
25,26,Rene Arnoux,Ligier Ford,1:20.391
