,Position,Driver,Car,Lap,Time
0,1,Damon Hill,Williams Renault,45,1:23.575
2,2,Alain Prost,Williams Renault,39,1:24.407
27,3,Jean Alesi,Ferrari,47,1:25.140
5,4,Michael Schumacher,Benetton Ford,21,1:25.969
7,5,Michael Andretti,McLaren Ford,46,1:26.380
6,6,Riccardo Patrese,Benetton Ford,31,1:27.309
29,7,Karl Wendlinger,Sauber,39,1:27.458
19,8,Philippe Alliot,Larrousse Lamborghini,43,1:27.534
8,9,Ayrton Senna,McLaren Ford,5,1:27.939
23,10,Christian Fittipaldi,Minardi Ford,46,1:28.062
28,11,Gerhard Berger,Ferrari,9,1:28.139
20,12,Erik Comas,Larrousse Lamborghini,39,1:28.192
12,13,Johnny Herbert,Lotus Ford,8,1:28.512
25,14,Martin Brundle,Ligier Renault,7,1:28.559
4,15,Andrea de Cesaris,Tyrrell Yamaha,34,1:28.620
26,16,Mark Blundell,Ligier Renault,12,1:28.889
24,17,Pierluigi Martini,Minardi Ford,43,1:28.907
11,18,Pedro Lamy,Lotus Ford,32,1:29.209
22,19,Luca Badoer,Lola Ferrari,34,1:29.426
3,20,Ukyo Katayama,Tyrrell Yamaha,46,1:29.502
21,21,Michele Alboreto,Lola Ferrari,18,1:30.168
