,Position,Driver,Car,Time / Gap
0,1,Damon Hill,Williams Renault,1:25.714
5,2,Michael Schumacher,Benetton Ford,+0.515s
27,3,Jean Alesi,Ferrari,+0.759s
8,4,Ayrton Senna,McLaren Ford,+1.076s
28,5,Gerhard Berger,Ferrari,+1.247s
2,6,Alain Prost,Williams Renault,+1.627s
25,7,Martin Brundle,Ligier Renault,+2.035s
30,8,Jyrki Jarvilehto,Sauber,+2.177s
10,9,Aguri Suzuki,Footwork Mugen Honda,+2.207s
26,10,Mark Blundell,Ligier Renault,+2.544s
4,11,Andrea de Cesaris,Tyrrell Yamaha,+2.803s
20,12,Erik Comas,Larrousse Lamborghini,+2.895s
6,13,Riccardo Patrese,Benetton Ford,+3.102s
7,14,Michael Andretti,McLaren Ford,+3.170s
11,15,Pedro Lamy,Lotus Ford,+3.326s
9,16,Derek Warwick,Footwork Mugen Honda,+3.459s
12,17,Johnny Herbert,Lotus Ford,+3.471s
24,18,Pierluigi Martini,Minardi Ford,+3.486s
15,19,Marco Apicella,Jordan Hart,+3.723s
23,20,Christian Fittipaldi,Minardi Ford,+4.078s
21,21,Michele Alboreto,Lola Ferrari,+4.300s
3,22,Ukyo Katayama,Tyrrell Yamaha,+4.738s
14,23,Rubens Barrichello,Jordan Hart,+5.426s
19,24,Philippe Alliot,Larrousse Lamborghini,+5.521s
29,25,Karl Wendlinger,Sauber,+8.563s
22,26,Luca Badoer,Lola Ferrari,+9.485s
