,Position,Driver,Car,Time / Gap
0,1,Damon Hill,Williams Renault,1:24.959
27,2,Jean Alesi,Ferrari,+0.158s
2,3,Alain Prost,Williams Renault,+0.441s
28,4,Gerhard Berger,Ferrari,+1.278s
5,5,Michael Schumacher,Benetton Ford,+1.400s
25,6,Martin Brundle,Ligier Renault,+1.993s
30,7,Jyrki Jarvilehto,Sauber,+2.512s
6,8,Riccardo Patrese,Benetton Ford,+2.753s
26,9,Mark Blundell,Ligier Renault,+2.777s
29,10,Karl Wendlinger,Sauber,+2.863s
20,11,Erik Comas,Larrousse Lamborghini,+2.955s
21,12,Michele Alboreto,Lola Ferrari,+3.304s
14,13,Rubens Barrichello,Jordan Hart,+3.312s
9,14,Derek Warwick,Footwork Mugen Honda,+3.351s
4,15,Andrea de Cesaris,Tyrrell Yamaha,+3.354s
19,16,Philippe Alliot,Larrousse Lamborghini,+3.565s
8,17,Ayrton Senna,McLaren Ford,+3.591s
15,18,Marco Apicella,Jordan Hart,+3.830s
23,19,Christian Fittipaldi,Minardi Ford,+4.205s
10,20,Aguri Suzuki,Footwork Mugen Honda,+4.373s
22,21,Luca Badoer,Lola Ferrari,+4.775s
3,22,Ukyo Katayama,Tyrrell Yamaha,+4.945s
24,23,Pierluigi Martini,Minardi Ford,+5.117s
11,24,Pedro Lamy,Lotus Ford,+5.190s
12,25,Johnny Herbert,Lotus Ford,+5.404s
7,26,Michael Andretti,McLaren Ford,+14.985s
