,Position,Driver,Car,Time
1,1,Sebastian Vettel,Red Bull Racing Renault,1:32.422
4,2,Lewis Hamilton,McLaren Mercedes,1:32.520
2,3,Mark Webber,Red Bull Racing Renault,1:32.637
3,4,Jenson Button,McLaren Mercedes,1:32.711
8,5,Nico Rosberg,Mercedes,1:32.821
16,6,Daniel Ricciardo,STR Ferrari,1:32.912
10,7,Romain Grosjean,Lotus Renault,1:33.008
15,8,Sergio Perez,Sauber Ferrari,1:33.394
5,9,Fernando Alonso,Ferrari,
11,10,Paul di Resta,Force India Mercedes,
9,11,Kimi Räikkönen,Lotus Renault,1:33.789
14,12,Kamui Kobayashi,Sauber Ferrari,1:33.806
12,13,Nico Hulkenberg,Force India Mercedes,1:33.807
6,14,Felipe Massa,Ferrari,1:33.912
19,15,Bruno Senna,Williams Renault,1:34.017
20,16,Heikki Kovalainen,Caterham Renault,1:36.132
17,17,Jean-Eric Vergne,STR Ferrari,1:35.014
21,18,Vitaly Petrov,Caterham Renault,1:35.823
25,19,Charles Pic,Marussia Cosworth,1:37.683
22,20,Pedro de la Rosa,HRT Cosworth,1:37.883
18,21,Pastor Maldonado,Williams Renault,
7,22,Michael Schumacher,Mercedes,1:34.865
24,23,Timo Glock,Marussia Cosworth,1:37.905
23,24,Narain Karthikeyan,HRT Cosworth,1:38.314
