,Position,Driver,Car,Time
1,1,Graham Hill,BRM,3:57.000
25,2,Bruce McLaren,Cooper Climax,3:58.800
17,3,Trevor  Taylor ,Lotus Climax,3:59.300
9,4,Phil Hill,Ferrari,3:59.600
20,5,Innes Ireland,Lotus BRM,3:59.800
10,6,Willy Mairesse,Ferrari,3:59.800
12,7,Ricardo  Rodriguez ,Ferrari,4:01.000
21,8,Masten Gregory,Lotus BRM,4:01.000
2,9,Richie Ginther,BRM,4:01.400
26,10,Tony Maggs,Cooper Climax,4:03.600
5,11,John Surtees,Lola Climax,4:04.400
16,12,Jim Clark,Lotus Climax,4:04.900
7,13,Carel Godin de Beaufort ,Porsche,4:07.700
11,14,Giancarlo Baghetti,Ferrari,4:08.000
15,15,Jack Brabham,Lotus Climax,4:08.200
18,16,Maurice  Trintignant,Lotus Climax,4:09.200
22,17,Jo Siffert,Lotus BRM,4:11.600
19,18,Lucien Bianchi,Lotus Climax,4:18.000
4,19,John  Campbell-Jones ,Lotus Climax,4:26.900
