,Position,Driver,Car,Time
22,1,Jyrki Jarvilehto,Dallara Judd,1:19.540
1,1,Ayrton Senna,McLaren Honda,1:16.392
6,2,Riccardo Patrese,Williams Renault,1:16.775
33,2,Andrea de Cesaris,Jordan Ford,1:20.150
5,3,Nigel Mansell,Williams Renault,1:16.843
32,3,Bertrand Gachot,Jordan Ford,1:20.184
2,4,Gerhard Berger,McLaren Honda,1:17.471
21,4,Emanuele Pirro,Dallara Judd,1:20.567
28,5,Jean Alesi,Ferrari,1:17.601
35,5,Eric van de Poele,Lambo Lamborghini,1:21.919
27,6,Alain Prost,Ferrari,1:17.739
34,6,Nicola Larini,Lambo Lamborghini,1:22.944
31,7,Pedro Chaves,Coloni Ford,1:23.231
20,7,Nelson Piquet,Benetton Ford,1:18.577
14,8,Olivier Grouillard,Fondmetal Ford,1:23.951
15,8,Mauricio Gugelmin,Leyton House Ilmor,1:18.664
4,9,Stefano Modena,Tyrrell Honda,1:18.847
29,11,Eric Bernard,Lola Ford,1:19.291
19,14,Roberto Moreno,Benetton Ford,1:19.360
16,15,Ivan Capelli,Leyton House Ilmor,1:19.517
3,16,Satoru Nakajima,Tyrrell Honda,1:19.546
30,17,Aguri Suzuki,Lola Ford,1:19.832
25,18,Thierry Boutsen,Ligier Lamborghini,1:19.868
23,20,Pierluigi Martini,Minardi Ferrari,1:20.175
24,21,Gianni Morbidelli,Minardi Ferrari,1:20.502
11,22,Mika Hakkinen,Lotus Judd,1:20.611
26,23,Erik Comas,Ligier Lamborghini,1:21.168
17,24,Gabriele Tarquini,AGS Ford,1:21.219
8,25,Mark Blundell,Brabham Yamaha,1:21.230
7,26,Martin Brundle,Brabham Yamaha,1:21.280
10,27,Alex Caffi,Footwork Porsche,1:22.190
18,28,Stefan Johansson,AGS Ford,1:22.432
9,29,Michele Alboreto,Footwork Porsche,1:22.739
12,30,Julian Bailey,Lotus Judd,1:23.590
