,Position,Driver,Car,Time
1,1,Ayrton Senna,McLaren Honda,1:16.392
6,2,Riccardo Patrese,Williams Renault,1:16.775
5,3,Nigel Mansell,Williams Renault,1:16.843
2,4,Gerhard Berger,McLaren Honda,1:17.471
28,5,Jean Alesi,Ferrari,1:17.601
27,6,Alain Prost,Ferrari,1:17.739
20,7,Nelson Piquet,Benetton Ford,1:18.577
15,8,Mauricio Gugelmin,Leyton House Ilmor,1:18.664
4,9,Stefano Modena,Tyrrell Honda,1:18.847
32,10,Bertrand Gachot,Jordan Ford,1:18.882
29,11,Eric Bernard,Lola Ford,1:19.291
21,12,Emanuele Pirro,Dallara Judd,1:19.305
33,13,Andrea de Cesaris,Jordan Ford,1:19.339
19,14,Roberto Moreno,Benetton Ford,1:19.360
16,15,Ivan Capelli,Leyton House Ilmor,1:19.517
3,16,Satoru Nakajima,Tyrrell Honda,1:19.546
30,17,Aguri Suzuki,Lola Ford,1:19.832
25,18,Thierry Boutsen,Ligier Lamborghini,1:19.868
22,19,Jyrki Jarvilehto,Dallara Judd,1:19.954
23,20,Pierluigi Martini,Minardi Ferrari,1:20.175
24,21,Gianni Morbidelli,Minardi Ferrari,1:20.502
11,22,Mika Hakkinen,Lotus Judd,1:20.611
26,23,Erik Comas,Ligier Lamborghini,1:21.168
17,24,Gabriele Tarquini,AGS Ford,1:21.219
8,25,Mark Blundell,Brabham Yamaha,1:21.230
7,26,Martin Brundle,Brabham Yamaha,1:21.280
