,Position,Driver,Car,Time
6,1,Felipe Massa,Ferrari,1:10.680
3,2,Kimi Räikkönen,McLaren Mercedes,1:11.299
8,3,Jarno Trulli,Toyota,1:11.328
1,4,Fernando Alonso,Renault,1:11.567
11,5,Rubens Barrichello,Honda,1:11.619
2,6,Giancarlo Fisichella,Renault,1:11.629
7,7,Ralf Schumacher,Toyota,1:11.695
16,8,Nick Heidfeld,Sauber BMW,1:11.882
17,9,Robert Kubica,Sauber BMW,1:12.131
5,10,Michael Schumacher,Ferrari,
9,11,Mark Webber,Williams Cosworth,1:11.650
4,12,Pedro de la Rosa,McLaren Mercedes,1:11.658
10,13,Nico Rosberg,Williams Cosworth,1:11.679
12,14,Jenson Button,Honda,1:11.742
20,15,Vitantonio Liuzzi,STR Cosworth,1:12.861
21,16,Scott Speed,STR Cosworth,1:12.856
19,17,Christijan Albers,MF1 Toyota,1:13.138
14,18,David Coulthard,RBR Ferrari,1:13.249
22,19,Takuma Sato,Super Aguri Honda,1:13.269
23,20,Sakon Yamamoto,Super Aguri Honda,1:13.357
18,21,Tiago Monteiro,MF1 Toyota,
15,22,Robert Doornbos,RBR Ferrari,1:12.591
