,Position,Driver,Car,Time
6,1,Juan Pablo Montoya,Williams BMW,1:13.114
1,2,Michael Schumacher,Ferrari,1:13.241
5,3,Ralf Schumacher,Williams BMW,1:13.328
3,4,David Coulthard,McLaren Mercedes,1:13.565
4,5,Kimi Räikkönen,McLaren Mercedes,1:13.595
14,6,Jarno Trulli,Renault,1:13.611
15,7,Jenson Button,Renault,1:13.665
2,8,Rubens Barrichello,Ferrari,1:13.935
7,9,Nick Heidfeld,Sauber Petronas,1:14.233
24,10,Mika Salo,Toyota,1:14.443
17,11,Pedro de la Rosa,Jaguar Cosworth,1:14.464
8,12,Felipe Massa,Sauber Petronas,1:14.533
16,13,Eddie Irvine,Jaguar Cosworth,1:14.537
9,14,Giancarlo Fisichella,Jordan Honda,1:14.748
11,15,Jacques Villeneuve,BAR Honda,1:14.760
25,16,Allan McNish,Toyota,1:14.990
12,17,Olivier Panis,BAR Honda,1:14.996
20,18,Heinz-Harald Frentzen,Arrows Cosworth,1:15.112
10,19,Takuma Sato,Jordan Honda,1:15.296
23,20,Mark Webber,Minardi Asiatech,1:15.340
21,21,Enrique Bernoldi,Arrows Cosworth,1:15.355
22,22,Alex Yoong,Minardi Asiatech,1:16.728
