,Position,Driver,Car,Time
77,1,Valtteri Bottas,Mercedes,1:28.769
44,2,Lewis Hamilton,Mercedes,1:28.792
5,3,Sebastian Vettel,Ferrari,1:29.247
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:29.545
7,5,Kimi Räikkönen,Ferrari,1:29.567
33,6,Max Verstappen,Red Bull Racing TAG Heuer,1:29.687
27,7,Nico Hulkenberg,Renault,1:29.842
19,8,Felipe Massa,Williams Mercedes,1:30.074
8,9,Romain Grosjean,Haas Ferrari,1:30.763
30,10,Jolyon Palmer,Renault,1:31.074
26,11,Daniil Kvyat,Toro Rosso,1:30.923
18,12,Lance Stroll,Williams Mercedes,1:31.168
94,13,Pascal Wehrlein,Sauber Ferrari,1:31.414
31,14,Esteban Ocon,Force India Mercedes,1:31.684
14,15,Fernando Alonso,McLaren Honda,
55,16,Carlos Sainz,Toro Rosso,1:32.118
2,17,Stoffel Vandoorne,McLaren Honda,1:32.313
11,18,Sergio Perez,Force India Mercedes,1:32.318
9,19,Marcus Ericsson,Sauber Ferrari,1:32.543
20,20,Kevin Magnussen,Haas Ferrari,1:32.900
