,Position,Driver,Car,Time
3,1,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:14.759
33,2,Max Verstappen,Red Bull Racing TAG Heuer,1:14.785
44,3,Lewis Hamilton,Mercedes,1:14.894
5,4,Sebastian Vettel,Ferrari,1:14.970
77,5,Valtteri Bottas,Mercedes,1:15.160
7,6,Kimi Räikkönen,Ferrari,1:15.330
27,7,Nico Hulkenberg,Renault,1:15.827
55,8,Carlos Sainz,Renault,1:16.084
16,9,Charles Leclerc,Sauber Ferrari,1:16.189
9,10,Marcus Ericsson,Sauber Ferrari,1:16.513
31,11,Esteban Ocon,Force India Mercedes,1:16.844
14,12,Fernando Alonso,McLaren Renault,1:16.871
11,13,Sergio Perez,Force India Mercedes,1:17.167
28,14,Brendon Hartley,Scuderia Toro Rosso Honda,1:17.184
2,15,Stoffel Vandoorne,McLaren Renault,1:16.966
20,16,Kevin Magnussen,Haas Ferrari,1:17.599
18,17,Lance Stroll,Williams Mercedes,1:17.689
8,18,Romain Grosjean,Haas Ferrari,1:16.911
35,19,Sergey Sirotkin,Williams Mercedes,1:17.886
10,20,Pierre Gasly,Scuderia Toro Rosso Honda,
