,Position,Driver,Car,Time
1,1,Max Verstappen,Red Bull Racing RBPT,1:21.299
14,2,Fernando Alonso,Alpine Renault,1:21.944
55,3,Carlos Sainz,Ferrari,1:22.096
44,4,Lewis Hamilton,Mercedes,1:22.891
20,5,Kevin Magnussen,Haas Ferrari,1:22.960
47,6,Mick Schumacher,Haas Ferrari,1:23.356
31,7,Esteban Ocon,Alpine Renault,1:23.529
63,8,George Russell,Mercedes,1:23.557
3,9,Daniel Ricciardo,McLaren Mercedes,1:23.749
24,10,Guanyu Zhou,Alfa Romeo Ferrari,1:24.030
77,11,Valtteri Bottas,Alfa Romeo Ferrari,1:26.788
23,12,Alexander Albon,Williams Mercedes,1:26.858
11,13,Sergio Perez,Red Bull Racing RBPT,1:33.127
4,14,Lando Norris,McLaren Mercedes,
10,15,Pierre Gasly,AlphaTauri RBPT,1:34.492
5,16,Sebastian Vettel,Aston Martin Aramco Mercedes,1:34.512
18,17,Lance Stroll,Aston Martin Aramco Mercedes,1:35.532
6,18,Nicholas Latifi,Williams Mercedes,1:35.660
16,19,Charles Leclerc,Ferrari,
22,20,Yuki Tsunoda,AlphaTauri RBPT,1:36.575
