,Position,Driver,Car,Time
5,1,Michael Schumacher,Ferrari,1:31.431
6,2,Felipe Massa,Ferrari,1:31.478
12,3,Jenson Button,Honda,1:31.549
1,4,Fernando Alonso,Renault,1:31.702
4,5,Juan Pablo Montoya,McLaren Mercedes,1:32.164
11,6,Rubens Barrichello,Honda,1:32.579
9,7,Mark Webber,Williams Cosworth,1:33.006
15,8,Christian Klien,RBR Ferrari,1:33.112
2,9,Giancarlo Fisichella,Renault,1:33.496
16,10,Nick Heidfeld,Sauber BMW,1:33.926
17,11,Jacques Villeneuve,Sauber BMW,1:32.456
10,12,Nico Rosberg,Williams Cosworth,1:32.620
14,13,David Coulthard,RBR Ferrari,1:32.850
8,14,Jarno Trulli,Toyota,1:33.066
20,15,Vitantonio Liuzzi,STR Cosworth,1:33.416
21,16,Scott Speed,STR Cosworth,1:34.606
7,17,Ralf Schumacher,Toyota,1:34.702
19,18,Christijan Albers,MF1 Toyota,1:35.724
18,19,Tiago Monteiro,MF1 Toyota,1:35.900
22,20,Takuma Sato,Super Aguri Honda,1:37.411
23,21,Yuji Ide,Super Aguri Honda,1:40.270
3,22,Kimi Räikkönen,McLaren Mercedes,
