,Position,Driver,Car,Lap,Time
5,1,Nigel Mansell,Williams Renault,63,1:18.308
6,2,Riccardo Patrese,Williams Renault,51,1:19.151
1,3,Ayrton Senna,McLaren Honda,53,1:19.588
20,4,Martin Brundle,Benetton Ford,46,1:20.005
19,5,Michael Schumacher,Benetton Ford,44,1:20.291
11,6,Mika Hakkinen,Lotus Ford,40,1:20.658
2,7,Gerhard Berger,McLaren Honda,38,1:20.722
4,8,Andrea de Cesaris,Tyrrell Ilmor,56,1:21.898
28,9,Ivan Capelli,Ferrari,27,1:22.620
17,10,Paul Belmondo,March Ilmor,52,1:22.840
9,11,Michele Alboreto,Footwork Mugen Honda,30,1:23.094
27,12,Jean Alesi,Ferrari,13,1:23.307
30,13,Ukyo Katayama,Venturi Lamborghini,35,1:23.419
22,14,Pierluigi Martini,Dallara Ferrari,35,1:23.925
33,15,Mauricio Gugelmin,Jordan Yamaha,37,1:23.970
8,16,Damon Hill,Brabham Judd,39,1:24.777
10,17,Aguri Suzuki,Footwork Mugen Honda,11,1:25.472
29,18,Bertrand Gachot,Venturi Lamborghini,12,1:25.486
16,19,Karl Wendlinger,March Ilmor,9,1:25.711
3,20,Olivier Grouillard,Tyrrell Ilmor,9,1:25.996
32,21,Stefano Modena,Jordan Yamaha,9,1:26.724
14,22,Eric van de Poele,Fondmetal Ford,2,1:29.910
