,Position,Driver,Car,Time
16,1,Charles Leclerc,Ferrari,1:27.866
5,2,Sebastian Vettel,Ferrari,1:28.160
44,3,Lewis Hamilton,Mercedes,1:28.190
77,4,Valtteri Bottas,Mercedes,1:28.256
33,5,Max Verstappen,Red Bull Racing Honda,1:28.752
20,6,Kevin Magnussen,Haas Ferrari,1:28.757
55,7,Carlos Sainz,McLaren Renault,1:28.813
7,8,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:29.022
4,9,Lando Norris,McLaren Renault,1:29.043
3,10,Daniel Ricciardo,Renault,1:29.488
8,11,Romain Grosjean,Haas Ferrari,1:29.015
23,12,Alexander Albon,Scuderia Toro Rosso Honda,1:29.513
10,13,Pierre Gasly,Red Bull Racing Honda,1:29.526
11,14,Sergio Perez,Racing Point BWT Mercedes,1:29.756
26,15,Daniil Kvyat,Scuderia Toro Rosso Honda,1:29.854
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:30.026
27,17,Nico Hulkenberg,Renault,1:30.034
18,18,Lance Stroll,Racing Point BWT Mercedes,1:30.217
63,19,George Russell,Williams Mercedes,1:31.759
88,20,Robert Kubica,Williams Mercedes,1:31.799
