,Position,Driver,Car,Time
2,1,Jochen Rindt,Lotus Ford,1:03.620
5,2,Denny Hulme,McLaren Ford,1:03.650
3,3,Jackie Stewart,Matra Ford,1:03.770
1,4,Graham Hill,Lotus Ford,1:04.050
10,5,Jo Siffert,Lotus Ford,1:04.060
6,6,Bruce McLaren,McLaren Ford,1:04.220
4,7,Jean-Pierre Beltoise,Matra Ford,1:04.290
7,8,Jacky Ickx,Brabham Climax,1:04.320
18,9,Piers   Courage,Brabham Ford,1:04.580
8,10,Jack Brabham,Brabham Climax,1:04.800
14,11,John Surtees,BRM,1:05.060
12,12,Pedro Rodriguez,Ferrari,1:05.940
9,13,Mario Andretti,Lotus Ford,1:06.520
15,14,Jackie Oliver,BRM,1:06.550
16,15,Johnny  Servoz-Gavin ,Matra Ford,1:07.130
21,16,Pete  Lovely ,Lotus Ford,1:07.550
19,17,Silvio  Moser ,Brabham Ford,1:08.200
22,18,George Eaton,BRM,1:11.270
