,Position,Driver,Car,Time
1,1,Michael Schumacher,Ferrari,1:30.139
2,2,Rubens Barrichello,Ferrari,1:30.530
3,3,Juan Pablo Montoya,Williams BMW,1:30.581
4,4,Ralf Schumacher,Williams BMW,1:30.633
10,5,Takuma Sato,BAR Honda,1:30.827
9,6,Jenson Button,BAR Honda,1:30.856
7,7,Jarno Trulli,Renault,1:30.971
17,8,Olivier Panis,Toyota,1:31.686
16,9,Cristiano da Matta,Toyota,1:31.717
5,10,David Coulthard,McLaren Mercedes,1:31.719
11,11,Giancarlo Fisichella,Sauber Petronas,1:31.731
15,12,Christian Klien,Jaguar Cosworth,1:32.332
12,13,Felipe Massa,Sauber Petronas,1:32.536
14,14,Mark Webber,Jaguar Cosworth,1:32.625
19,15,Giorgio Pantano,Jordan Ford,1:34.105
8,16,Fernando Alonso,Renault,1:34.130
20,17,Gianmaria Bruni,Minardi Cosworth,1:34.584
18,18,Nick Heidfeld,Jordan Ford,1:33.506
6,19,Kimi Räikkönen,McLaren Mercedes,
21,20,Zsolt Baumgartner,Minardi Cosworth,1:35.787
