,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:42.553
5,2,Sebastian Vettel,Ferrari,1:42.795
77,3,Valtteri Bottas,Mercedes,1:43.094
7,4,Kimi Räikkönen,Ferrari,1:43.270
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:43.380
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:43.863
27,7,Nico Hulkenberg,Renault,1:44.982
11,8,Sergio Perez,Force India Mercedes,1:45.244
31,9,Esteban Ocon,Force India Mercedes,1:45.369
14,10,Fernando Alonso,McLaren Honda,1:45.090
8,11,Romain Grosjean,Haas Ferrari,1:45.133
20,12,Kevin Magnussen,Haas Ferrari,1:45.400
55,13,Carlos Sainz,Toro Rosso,1:45.439
30,14,Jolyon Palmer,Renault,
18,15,Lance Stroll,Williams Mercedes,1:46.915
19,16,Felipe Massa,Williams Mercedes,1:45.823
9,17,Marcus Ericsson,Sauber Ferrari,1:47.214
94,18,Pascal Wehrlein,Sauber Ferrari,1:47.679
26,19,Daniil Kvyat,Toro Rosso,1:46.028
2,20,Stoffel Vandoorne,McLaren Honda,
