,Position,Driver,Car,Time
5,1,Damon Hill,Williams Renault,1:20.081
1,2,Michael Schumacher,Benetton Renault,1:20.382
6,3,David Coulthard,Williams Renault,1:20.422
2,4,Johnny Herbert,Benetton Renault,1:20.888
28,5,Gerhard Berger,Ferrari,1:20.906
27,6,Jean Alesi,Ferrari,1:21.041
8,7,Mika Hakkinen,McLaren Mercedes,1:21.399
15,8,Eddie Irvine,Jordan Peugeot,1:21.749
7,9,Mark Blundell,McLaren Mercedes,1:21.779
26,10,Olivier Panis,Ligier Mugen Honda,1:21.914
3,11,Ukyo Katayama,Tyrrell Yamaha,1:22.325
4,12,Mika Salo,Tyrrell Yamaha,1:22.416
9,13,Gianni Morbidelli,Footwork Hart,1:22.468
30,14,Heinz-Harald Frentzen,Sauber Ford,1:22.872
25,15,Aguri Suzuki,Ligier Mugen Honda,1:22.971
14,16,Rubens Barrichello,Jordan Peugeot,1:22.975
23,17,Pierluigi Martini,Minardi Ford,1:24.383
24,18,Luca Badoer,Minardi Ford,1:24.443
29,19,Karl Wendlinger,Sauber Ford,1:24.723
16,20,Bertrand Gachot,Pacific Ilmor,1:25.127
10,21,Taki Inoue,Footwork Hart,1:25.225
17,22,Andrea Montermini,Pacific Ilmor,1:25.886
22,23,Roberto Moreno,Forti Ford,1:26.269
12,24,Jos Verstappen,Simtek Ford,1:26.323
21,25,Pedro Diniz,Forti Ford,1:27.792
11,26,Domenico Schiattarella,Simtek Ford,1:28.106
