,Position,Driver,Car,Time
5,1,Jim Clark,Lotus Climax,1:56.170
8,2,Dan Gurney,Brabham Climax,1:56.240
11,3,Richie Ginther,Honda,1:56.480
7,4,Jack Brabham,Brabham Climax,1:56.780
3,5,Graham Hill,BRM,1:57.060
6,6,Mike Spence,Lotus Climax,1:57.220
2,7,Lorenzo Bandini,Ferrari,1:57.310
4,8,Jackie Stewart,BRM,1:57.530
18,9,Moises Solana,Lotus Climax,1:57.550
12,10,Ronnie Bucknum,Honda,1:57.880
16,11,Jo Siffert,Brabham Climax,1:57.940
15,12,Jo Bonnier,Brabham Climax,1:58.220
14,13,Pedro Rodriguez,Ferrari,1:59.060
9,14,Bruce McLaren,Cooper Climax,1:59.150
10,15,Jochen Rindt,Cooper Climax,1:59.300
21,16,Richard Attwood,Lotus BRM,2:00.610
22,17,Bob Bondurant,Lotus BRM,2:00.800
