,Position,Driver,Car,Time
5,1,Emerson Fittipaldi,McLaren Ford,1:13.188
12,2,Niki Lauda,Ferrari,1:13.230
3,3,Jody Scheckter,Tyrrell Ford,1:13.302
7,4,Carlos Reutemann,Brabham Ford,1:13.482
17,5,Jean-Pierre Jarier,Shadow Ford,1:13.538
11,6,Clay Regazzoni,Ferrari,1:13.553
4,7,Patrick Depailler,Tyrrell Ford,1:13.634
24,8,James Hunt,March Ford,1:13.736
8,9,Carlos Pace,Brabham Ford,1:14.100
1,10,Ronnie Peterson,Lotus Ford,1:14.340
27,11,Rolf Stommelen,Lola Ford,1:14.449
33,12,Jochen Mass,McLaren Ford,1:14.486
16,13,Tom Pryce,Shadow Ford,1:14.631
6,14,Denny Hulme,McLaren Ford,1:14.754
28,15,John Watson,Brabham Ford,1:14.757
55,16,Mario Andretti,Parnelli Ford,1:14.923
14,17,Jean-Pierre Beltoise,BRM,1:15.021
21,18,Jacques Laffite,Iso Marlboro Ford,1:15.218
20,19,Arturo Merzario,Iso Marlboro Ford,1:15.337
26,20,Graham Hill,Lola Ford,1:15.538
2,21,Jacky Ickx,Lotus Ford,1:15.661
19,22,Helmuth  Koinigg ,Surtees Ford,1:15.668
9,23,Hans-Joachim Stuck,March Ford,1:15.709
66,24,Mark Donohue,Penske Ford,1:15.731
15,25,Chris Amon,BRM,1:15.815
50,26,Eppie   Wietzes,Brabham Ford,1:16.311
