,Position,Driver,Car,Time
7,1,Jarno Trulli,Renault,1:13.985
9,2,Jenson Button,BAR Honda,1:14.396
8,3,Fernando Alonso,Renault,1:14.408
1,4,Michael Schumacher,Ferrari,1:14.516
6,5,Kimi Räikkönen,McLaren Mercedes,1:14.592
2,6,Rubens Barrichello,Ferrari,1:14.716
10,7,Takuma Sato,BAR Honda,1:14.827
5,8,David Coulthard,McLaren Mercedes,1:14.951
3,9,Juan Pablo Montoya,Williams BMW,1:15.039
11,10,Giancarlo Fisichella,Sauber Petronas,1:15.352
14,11,Mark Webber,Jaguar Cosworth,1:15.725
4,12,Ralf Schumacher,Williams BMW,1:14.345
17,13,Olivier Panis,Toyota,1:15.859
15,14,Christian Klien,Jaguar Cosworth,1:15.919
16,15,Cristiano da Matta,Toyota,1:16.169
12,16,Felipe Massa,Sauber Petronas,1:16.248
18,17,Nick Heidfeld,Jordan Ford,1:16.488
19,18,Giorgio Pantano,Jordan Ford,1:17.443
21,19,Zsolt Baumgartner,Minardi Cosworth,1:20.060
20,20,Gianmaria Bruni,Minardi Cosworth,1:20.115
