,Position,Driver,Car,Time / Gap
5,1,Nigel Mansell,Williams Renault,1:22.484
6,2,Riccardo Patrese,Williams Renault,+0.183s
1,3,Ayrton Senna,McLaren Honda,+0.490s
19,4,Michael Schumacher,Benetton Ford,+1.513s
2,5,Gerhard Berger,McLaren Honda,+1.880s
27,6,Jean Alesi,Ferrari,+2.100s
16,7,Karl Wendlinger,March Ilmor,+2.593s
20,8,Martin Brundle,Benetton Ford,+2.822s
22,9,Pierluigi Martini,Dallara Ferrari,+2.901s
24,10,Gianni Morbidelli,Minardi Lamborghini,+2.908s
15,11,Gabriele Tarquini,Fondmetal Ford,+3.162s
26,12,Erik Comas,Ligier Renault,+3.264s
11,13,Mika Hakkinen,Lotus Ford,+3.310s
12,14,Johnny Herbert,Lotus Ford,+3.430s
4,15,Andrea de Cesaris,Tyrrell Ilmor,+3.469s
3,16,Olivier Grouillard,Tyrrell Ilmor,+3.470s
25,17,Thierry Boutsen,Ligier Renault,+3.474s
21,18,Jyrki Jarvilehto,Dallara Ferrari,+3.520s
28,19,Ivan Capelli,Ferrari,+3.602s
29,20,Bertrand Gachot,Venturi Lamborghini,+3.608s
30,21,Ukyo Katayama,Venturi Lamborghini,+3.646s
10,22,Aguri Suzuki,Footwork Mugen Honda,+3.680s
9,23,Michele Alboreto,Footwork Mugen Honda,+3.720s
17,24,Emanuele Naspetti,March Ilmor,+4.242s
23,25,Christian Fittipaldi,Minardi Lamborghini,+4.335s
33,26,Mauricio Gugelmin,Jordan Yamaha,+4.415s
14,27,Eric van de Poele,Fondmetal Ford,+4.812s
32,28,Stefano Modena,Jordan Yamaha,+5.480s
