,Position,Driver,Car,Time / Gap
5,1,Nigel Mansell,Williams Renault,1:22.308
6,2,Riccardo Patrese,Williams Renault,+1.108s
19,3,Michael Schumacher,Benetton Ford,+1.585s
1,4,Ayrton Senna,McLaren Honda,+1.637s
27,5,Jean Alesi,Ferrari,+1.977s
2,6,Gerhard Berger,McLaren Honda,+2.055s
4,7,Andrea de Cesaris,Tyrrell Ilmor,+2.360s
29,8,Bertrand Gachot,Venturi Lamborghini,+2.406s
20,9,Martin Brundle,Benetton Ford,+2.593s
25,10,Thierry Boutsen,Ligier Renault,+2.763s
3,11,Olivier Grouillard,Tyrrell Ilmor,+2.790s
17,12,Emanuele Naspetti,March Ilmor,+2.880s
24,13,Gianni Morbidelli,Minardi Lamborghini,+3.021s
22,14,Pierluigi Martini,Dallara Ferrari,+3.240s
9,15,Michele Alboreto,Footwork Mugen Honda,+3.253s
28,16,Ivan Capelli,Ferrari,+3.386s
10,17,Aguri Suzuki,Footwork Mugen Honda,+3.387s
11,18,Mika Hakkinen,Lotus Ford,+3.514s
21,19,Jyrki Jarvilehto,Dallara Ferrari,+3.618s
26,20,Erik Comas,Ligier Renault,+3.794s
16,21,Karl Wendlinger,March Ilmor,+3.926s
33,22,Mauricio Gugelmin,Jordan Yamaha,+4.049s
30,23,Ukyo Katayama,Venturi Lamborghini,+4.874s
14,24,Eric van de Poele,Fondmetal Ford,+4.934s
12,25,Johnny Herbert,Lotus Ford,+5.071s
32,26,Stefano Modena,Jordan Yamaha,+5.298s
23,27,Christian Fittipaldi,Minardi Lamborghini,+5.475s
