,Position,Driver,Car,Time
5,1,Nigel Mansell,Williams Renault,1:22.221
1,2,Ayrton Senna,McLaren Honda,1:22.822
27,3,Jean Alesi,Ferrari,1:22.976
6,4,Riccardo Patrese,Williams Renault,1:23.022
2,5,Gerhard Berger,McLaren Honda,1:23.112
19,6,Michael Schumacher,Benetton Ford,1:23.629
28,7,Ivan Capelli,Ferrari,1:24.321
25,8,Thierry Boutsen,Ligier Renault,1:24.413
20,9,Martin Brundle,Benetton Ford,1:24.551
29,10,Bertrand Gachot,Venturi Lamborghini,1:24.654
11,11,Mika Hakkinen,Lotus Ford,1:24.807
24,12,Gianni Morbidelli,Minardi Lamborghini,1:24.912
12,13,Johnny Herbert,Lotus Ford,1:25.140
21,14,Jyrki Jarvilehto,Dallara Ferrari,1:25.145
26,15,Erik Comas,Ligier Renault,1:25.178
9,16,Michele Alboreto,Footwork Mugen Honda,1:25.234
16,17,Karl Wendlinger,March Ilmor,1:25.343
3,18,Olivier Grouillard,Tyrrell Ilmor,1:25.354
10,19,Aguri Suzuki,Footwork Mugen Honda,1:25.374
15,20,Gabriele Tarquini,Fondmetal Ford,1:25.420
4,21,Andrea de Cesaris,Tyrrell Ilmor,1:25.425
22,22,Pierluigi Martini,Dallara Ferrari,1:25.528
30,23,Ukyo Katayama,Venturi Lamborghini,1:26.174
17,24,Emanuele Naspetti,March Ilmor,1:26.279
14,25,Eric van de Poele,Fondmetal Ford,1:26.407
33,26,Mauricio Gugelmin,Jordan Yamaha,1:26.463
23,27,Christian Fittipaldi,Minardi Lamborghini,1:26.510
32,28,Stefano Modena,Jordan Yamaha,1:27.331
