,Position,Driver,Car,Time
6,1,Juan Pablo Montoya,Williams BMW,1:52.072
5,2,Ralf Schumacher,Williams BMW,1:52.959
1,3,Michael Schumacher,Ferrari,1:54.685
22,4,Heinz-Harald Frentzen,Prost Acer,1:55.233
2,5,Rubens Barrichello,Ferrari,1:56.116
10,6,Jacques Villeneuve,BAR Honda,1:57.038
3,7,Mika Hakkinen,McLaren Mercedes,1:57.043
7,8,Giancarlo Fisichella,Benetton Renault,1:57.668
4,9,David Coulthard,McLaren Mercedes,1:58.008
19,10,Pedro de la Rosa,Jaguar Cosworth,1:58.519
9,11,Olivier Panis,BAR Honda,1:58.838
17,12,Kimi Räikkönen,Sauber Petronas,1:59.050
12,13,Jean Alesi,Jordan Honda,1:59.128
16,14,Nick Heidfeld,Sauber Petronas,1:59.302
8,15,Jenson Button,Benetton Renault,1:59.587
11,16,Jarno Trulli,Jordan Honda,1:59.647
18,17,Eddie Irvine,Jaguar Cosworth,1:59.689
23,18,Luciano Burti,Prost Acer,1:59.900
14,19,Jos Verstappen,Arrows Asiatech,2:02.039
21,20,Fernando Alonso,Minardi European,2:02.594
15,21,Enrique Bernoldi,Arrows Asiatech,2:03.048
20,22,Tarso Marques,Minardi European,2:04.204
