,Position,Driver,Car,Time
27,1,Alan  Jones,Williams Ford,1:29.892
12,2,Gilles Villeneuve,Ferrari,1:30.554
28,3,Clay Regazzoni,Williams Ford,1:30.768
6,4,Nelson Piquet,Brabham Ford,1:30.775
26,5,Jacques Laffite,Ligier Ford,1:30.820
3,6,Didier Pironi,Tyrrell Ford,1:31.941
15,7,Jean-Pierre Jabouille,Renault,1:32.103
16,8,Rene Arnoux,Renault,1:32.116
11,9,Jody Scheckter,Ferrari,1:32.280
1,10,Mario Andretti,Lotus Ford,1:32.651
2,11,Carlos Reutemann,Lotus Ford,1:32.682
9,12,Hans-Joachim Stuck,ATS Ford,1:32.858
4,13,Jean-Pierre Jarier,Tyrrell Ford,1:33.065
29,14,Riccardo Patrese,Arrows Ford,1:33.090
14,15,Emerson Fittipaldi,Fittipaldi Ford,1:33.297
25,16,Jacky Ickx,Ligier Ford,1:33.355
7,17,John Watson,McLaren Ford,1:33.362
36,18,Vittorio Brambilla,Alfa Romeo,1:33.378
5,19,Ricardo Zunino,Brabham Ford,1:33.511
8,20,Patrick Tambay,McLaren Ford,1:33.603
17,21,Jan Lammers,Shadow Ford,1:34.102
31,22,Hector Rebaque,Lotus Ford,1:34.129
18,23,Elio de Angelis,Shadow Ford,1:34.256
33,24,Derek Daly,Tyrrell Ford,1:34.301
