,Position,Driver,Car,Time
1,1,Michael Schumacher,Ferrari,1:13.780
5,2,Ralf Schumacher,Williams BMW,1:14.090
3,3,Mika Hakkinen,McLaren Mercedes,1:14.122
6,4,Juan Pablo Montoya,Williams BMW,1:14.165
4,5,David Coulthard,McLaren Mercedes,1:14.178
2,6,Rubens Barrichello,Ferrari,1:14.191
12,7,Jarno Trulli,Jordan Honda,1:14.630
11,8,Heinz-Harald Frentzen,Jordan Honda,1:14.633
16,9,Nick Heidfeld,Sauber Petronas,1:14.810
17,10,Kimi Räikkönen,Sauber Petronas,1:14.924
9,11,Olivier Panis,BAR Honda,1:15.046
10,12,Jacques Villeneuve,BAR Honda,1:15.182
18,13,Eddie Irvine,Jaguar Cosworth,1:15.192
19,14,Luciano Burti,Jaguar Cosworth,1:15.371
22,15,Jean Alesi,Prost Acer,1:15.437
15,16,Enrique Bernoldi,Arrows Asiatech,1:15.657
14,17,Jos Verstappen,Arrows Asiatech,1:15.704
7,18,Giancarlo Fisichella,Benetton Renault,1:16.175
21,19,Fernando Alonso,Minardi European,1:16.184
8,20,Jenson Button,Benetton Renault,1:16.229
23,21,Gaston Mazzacane,Prost Acer,1:16.520
20,22,Tarso Marques,Minardi European,1:16.784
