,Position,Driver,Car,Time
5,1,Damon Hill,Williams Renault,1:21.059
6,2,Jacques Villeneuve,Williams Renault,1:21.079
1,3,Michael Schumacher,Ferrari,1:21.198
3,4,Jean Alesi,Benetton Renault,1:21.529
2,5,Eddie Irvine,Ferrari,1:21.657
7,6,Mika Hakkinen,McLaren Mercedes,1:21.807
4,7,Gerhard Berger,Benetton Renault,1:21.926
11,8,Rubens Barrichello,Jordan Peugeot,1:21.982
12,9,Martin Brundle,Jordan Peugeot,1:22.321
8,10,David Coulthard,McLaren Mercedes,1:22.332
9,11,Olivier Panis,Ligier Mugen Honda,1:22.481
15,12,Heinz-Harald Frentzen,Sauber Ford,1:22.875
17,13,Jos Verstappen,Footwork Hart,1:23.067
19,14,Mika Salo,Tyrrell Yamaha,1:23.118
14,15,Johnny Herbert,Sauber Ford,1:23.201
21,16,Giancarlo Fisichella,Minardi Ford,1:23.519
18,17,Ukyo Katayama,Tyrrell Yamaha,1:23.599
10,18,Pedro Diniz,Ligier Mugen Honda,1:23.959
20,19,Pedro Lamy,Minardi Ford,1:24.262
22,20,Luca Badoer,Forti Ford,1:25.012
16,21,Ricardo Rosset,Footwork Hart,1:25.193
23,22,Andrea Montermini,Forti Ford,1:26.109
