,Position,Driver,Car,Time
1,1,Sebastian Vettel,Red Bull Racing Renault,1:26.479
9,2,Nico Rosberg,Mercedes,1:27.102
3,3,Fernando Alonso,Ferrari,1:27.539
2,4,Mark Webber,Red Bull Racing Renault,1:27.572
10,5,Lewis Hamilton,Mercedes,1:27.677
8,6,Romain Grosjean,Lotus Renault,1:27.737
19,7,Daniel Ricciardo,STR Ferrari,1:28.052
18,8,Jean-Eric Vergne,STR Ferrari,1:28.081
4,9,Felipe Massa,Ferrari,1:28.109
11,10,Nico Hulkenberg,Sauber Ferrari,1:29.582
7,11,Heikki Kovalainen,Lotus Renault,1:27.456
14,12,Paul di Resta,Force India Mercedes,1:27.798
17,13,Valtteri Bottas,Williams Renault,1:27.954
5,14,Jenson Button,McLaren Mercedes,1:28.308
15,15,Adrian Sutil,Force India Mercedes,1:28.586
16,16,Pastor Maldonado,Williams Renault,1:27.367
12,17,Esteban Gutierrez ,Sauber Ferrari,1:27.445
20,18,Charles Pic,Caterham Renault,1:27.843
6,19,Sergio Perez,McLaren Mercedes,1:28.269
21,20,Giedo van der Garde,Caterham Renault,1:28.320
22,21,Jules Bianchi,Marussia Cosworth,1:28.366
23,22,Max Chilton,Marussia Cosworth,1:28.950
