,Position,Driver,Car,Time
9,1,Kimi Räikkönen,McLaren Mercedes,2:30.323
5,2,Fernando Alonso,Renault,2:30.406
7,3,Mark Webber,Williams BMW,2:31.656
6,4,Giancarlo Fisichella,Renault,2:32.100
16,5,Jarno Trulli,Toyota,2:32.590
8,6,Nick Heidfeld,Williams BMW,2:32.883
14,7,David Coulthard,RBR Cosworth,2:33.867
1,8,Michael Schumacher,Ferrari,2:34.736
11,9,Jacques Villeneuve,Sauber Petronas,2:34.936
2,10,Rubens Barrichello,Ferrari,2:34.983
12,11,Felipe Massa,Sauber Petronas,2:35.120
15,12,Vitantonio Liuzzi,RBR Cosworth,2:37.152
20,13,Patrick Friesacher ,Minardi Cosworth,2:40.810
21,14,Christijan Albers,Minardi Cosworth,2:42.206
18,15,Tiago Monteiro,Jordan Toyota,2:43.078
10,16,Juan Pablo Montoya,McLaren Mercedes,
19,17,Narain Karthikeyan,Jordan Toyota,2:43.442
17,18,Ralf Schumacher,Toyota,
