,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:11.459
5,2,Sebastian Vettel,Ferrari,1:11.789
77,3,Valtteri Bottas,Mercedes,1:12.177
7,4,Kimi Räikkönen,Ferrari,1:12.252
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:12.403
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:12.557
19,7,Felipe Massa,Williams Mercedes,1:12.858
11,8,Sergio Perez,Force India Mercedes,1:13.018
31,9,Esteban Ocon,Force India Mercedes,1:13.135
27,10,Nico Hulkenberg,Renault,1:13.271
26,11,Daniil Kvyat,Toro Rosso,1:13.690
14,12,Fernando Alonso,McLaren Honda,1:13.693
55,13,Carlos Sainz,Toro Rosso,1:13.756
8,14,Romain Grosjean,Haas Ferrari,1:13.839
30,15,Jolyon Palmer,Renault,1:14.293
2,16,Stoffel Vandoorne,McLaren Honda,1:14.182
18,17,Lance Stroll,Williams Mercedes,1:14.209
20,18,Kevin Magnussen,Haas Ferrari,1:14.318
9,19,Marcus Ericsson,Sauber Ferrari,1:14.495
