,Position,Driver,Car,Time
5,1,Nelson Piquet,Brabham Ford,1:17.694
16,2,Rene Arnoux,Renault,1:18.689
22,3,Patrick Depailler,Alfa Romeo,1:18.719
10,4,Jan Lammers,ATS Ford,1:18.783
27,5,Alan  Jones,Williams Ford,1:18.819
23,6,Bruno Giacomelli,Alfa Romeo,1:18.924
28,7,Carlos Reutemann,Williams Ford,1:18.964
29,8,Riccardo Patrese,Arrows Ford,1:19.071
25,9,Didier Pironi,Ligier Ford,1:19.276
2,10,Gilles Villeneuve,Ferrari,1:19.285
15,11,Jean-Pierre Jabouille,Renault,1:19.316
3,12,Jean-Pierre Jarier,Tyrrell Ford,1:19.318
26,13,Jacques Laffite,Ligier Ford,1:19.455
4,14,Derek Daly,Tyrrell Ford,1:19.744
11,15,Mario Andretti,Lotus Ford,1:19.763
1,16,Jody Scheckter,Ferrari,1:20.151
30,17,Jochen Mass,Arrows Ford,1:20.410
6,18,Ricardo Zunino,Brabham Ford,1:20.419
31,19,Eddie  Cheever,Osella Ford,1:20.808
12,20,Elio de Angelis,Lotus Ford,1:20.830
7,21,John Watson,McLaren Ford,1:20.868
21,22,Keke Rosberg,Fittipaldi Ford,1:20.911
14,23,Clay Regazzoni,Ensign Ford,1:20.984
20,24,Emerson Fittipaldi,Fittipaldi Ford,1:21.350
