,Position,Driver,Car,Time
21,1,Giancarlo Fisichella,Force India Mercedes,1:46.308
9,2,Jarno Trulli,Toyota,1:46.395
6,3,Nick Heidfeld,Sauber BMW,1:46.500
23,4,Rubens Barrichello,Brawn Mercedes,1:46.513
5,5,Robert Kubica,Sauber BMW,1:46.586
4,6,Kimi Räikkönen,Ferrari,1:46.633
10,7,Timo Glock,Toyota,1:46.677
15,8,Sebastian Vettel,RBR Renault,1:46.761
14,9,Mark Webber,RBR Renault,1:46.788
16,10,Nico Rosberg,Williams Toyota,1:47.362
20,11,Adrian Sutil,Force India Mercedes,1:45.119
1,12,Lewis Hamilton,McLaren Mercedes,1:45.122
7,13,Fernando Alonso,Renault,1:45.136
22,14,Jenson Button,Brawn Mercedes,1:45.251
2,15,Heikki Kovalainen,McLaren Mercedes,1:45.259
12,16,Sebastien Buemi,STR Ferrari,1:45.951
11,17,Jaime Alguersuari,STR Ferrari,1:46.032
17,18,Kazuki Nakajima,Williams Toyota,1:46.307
8,19,Romain Grosjean,Renault,1:46.359
3,20,Luca Badoer,Ferrari,1:46.957
