,Position,Driver,Car,Time
27,1,Alan  Jones,Williams Ford,1:19.120
25,2,Didier Pironi,Ligier Ford,1:19.350
26,3,Jacques Laffite,Ligier Ford,1:19.690
28,4,Carlos Reutemann,Williams Ford,1:19.790
15,5,Jean-Pierre Jabouille,Renault,1:19.890
16,6,Rene Arnoux,Renault,1:19.890
5,7,Nelson Piquet,Brabham Ford,1:20.230
12,8,Elio de Angelis,Lotus Ford,1:20.960
3,9,Jean-Pierre Jarier,Tyrrell Ford,1:21.360
22,10,Patrick Depailler,Alfa Romeo,1:21.450
4,11,Derek Daly,Tyrrell Ford,1:21.510
2,12,Gilles Villeneuve,Ferrari,1:21.540
30,13,Jochen Mass,Arrows Ford,1:21.550
1,14,Jody Scheckter,Ferrari,1:21.580
9,15,Jan Lammers,ATS Ford,1:21.720
29,16,Riccardo Patrese,Arrows Ford,1:21.750
11,17,Mario Andretti,Lotus Ford,1:22.070
23,18,Bruno Giacomelli,Alfa Romeo,1:22.200
8,19,Alain Prost,McLaren Ford,1:22.260
7,20,John Watson,McLaren Ford,1:22.570
21,21,Keke Rosberg,Fittipaldi Ford,1:22.970
6,22,Ricardo Zunino,Brabham Ford,1:23.180
14,23,Tiff Needell,Ensign Ford,1:23.500
20,24,Emerson Fittipaldi,Fittipaldi Ford,1:24.220
