,Position,Driver,Car,Time
1,1,Sebastian Vettel,Red Bull Racing Renault,1:36.338
2,2,Mark Webber,Red Bull Racing Renault,1:36.441
8,3,Romain Grosjean,Lotus Renault,1:37.155
11,4,Nico Hulkenberg,Sauber Ferrari,1:37.296
10,5,Lewis Hamilton,Mercedes,1:37.345
3,6,Fernando Alonso,Ferrari,1:37.376
6,7,Sergio Perez,McLaren Mercedes,1:37.452
7,8,Heikki Kovalainen,Lotus Renault,1:37.715
17,9,Valtteri Bottas,Williams Renault,1:37.836
19,10,Daniel Ricciardo,STR Ferrari,1:38.131
14,11,Paul di Resta,Force India Mercedes,1:38.139
9,12,Nico Rosberg,Mercedes,1:38.364
4,13,Felipe Massa,Ferrari,1:38.592
18,14,Jean-Eric Vergne,STR Ferrari,1:38.696
5,15,Jenson Button,McLaren Mercedes,1:38.217
15,16,Adrian Sutil,Force India Mercedes,1:39.250
16,17,Pastor Maldonado,Williams Renault,1:39.351
21,18,Giedo van der Garde,Caterham Renault,1:40.491
22,19,Jules Bianchi,Marussia Cosworth,1:40.528
12,20,Esteban Gutierrez ,Sauber Ferrari,1:38.034
23,21,Max Chilton,Marussia Cosworth,1:41.401
20,22,Charles Pic,Caterham Renault,1:40.596
