,Position,Driver,Car,Time
4,1,Jim Clark,Lotus Climax,1:29.900
17,2,John Surtees,Ferrari,1:30.100
12,3,Jackie Stewart,BRM,1:30.300
11,4,Graham Hill,BRM,1:30.400
16,5,Lorenzo Bandini,Ferrari,1:30.500
8,6,Denny Hulme,Brabham Climax,1:31.100
10,7,Jochen Rindt,Cooper Maserati,1:32.200
15,8,Bob Anderson,Brabham Climax,1:32.500
9,9,Richie Ginther,Cooper Maserati,1:32.600
2,10,Bruce McLaren,McLaren Serenissima,1:32.800
7,11,Jack Brabham,Brabham Climax,1:32.800
6,12,Mike Spence,Lotus BRM,1:33.500
14,13,Jo Siffert,Cooper Maserati,1:34.400
18,14,Jo Bonnier,Brabham Climax,1:35.000
21,15,Guy  Ligier ,Cooper Maserati,1:35.200
19,16,Bob Bondurant,BRM,1:37.300
