,Position,Driver,Car,Time
5,1,Michael Schumacher,Benetton Ford,1:26.178
27,2,Jean Alesi,Ferrari,1:26.277
28,3,Gerhard Berger,Ferrari,1:27.059
0,4,Damon Hill,Williams Renault,1:27.094
2,5,David Coulthard,Williams Renault,1:27.211
14,6,Rubens Barrichello,Jordan Hart,1:27.554
7,7,Mika Hakkinen,McLaren Peugeot,1:27.616
15,8,Eddie Irvine,Jordan Hart,1:27.780
3,9,Ukyo Katayama,Tyrrell Yamaha,1:27.827
30,10,Heinz-Harald Frentzen,Sauber Mercedes,1:27.977
10,11,Gianni Morbidelli,Footwork Ford,1:27.989
8,12,Martin Brundle,McLaren Peugeot,1:28.197
4,13,Mark Blundell,Tyrrell Yamaha,1:28.579
29,14,Andrea de Cesaris,Sauber Mercedes,1:28.694
23,15,Pierluigi Martini,Minardi Ford,1:28.847
9,16,Christian Fittipaldi,Footwork Ford,1:28.882
12,17,Johnny Herbert,Lotus Mugen Honda,1:28.889
24,18,Michele Alboreto,Minardi Ford,1:28.903
26,19,Olivier Panis,Ligier Renault,1:28.950
6,20,Jyrki Jarvilehto,Benetton Ford,1:28.993
20,21,Erik Comas,Larrousse Ford,1:29.039
19,22,Olivier Beretta,Larrousse Ford,1:29.403
11,23,Alessandro Zanardi,Lotus Mugen Honda,1:30.160
25,24,Eric Bernard,Ligier Renault,1:30.493
31,25,David Brabham,Simtek Ford,1:31.632
34,26,Bertrand Gachot,Pacific Ilmor,1:32.838
