,Position,Driver,Car,Time
5,1,Emerson Fittipaldi,McLaren Ford,2:32.970
7,2,Carlos Reutemann,Brabham Ford,2:33.210
12,3,Niki Lauda,Ferrari,2:33.770
1,4,Ronnie Peterson,Lotus Ford,2:33.820
2,5,Jacky Ickx,Lotus Ford,2:34.640
16,6,Peter   Revson,Shadow Ford,2:34.660
33,7,Mike Hailwood,McLaren Ford,2:34.950
11,8,Clay Regazzoni,Ferrari,2:35.050
20,9,Arturo Merzario,Iso Marlboro Ford,2:35.150
19,10,Jochen Mass,Surtees Ford,2:35.430
6,11,Denny Hulme,McLaren Ford,2:35.540
18,12,Carlos Pace,Surtees Ford,2:35.630
9,13,Hans-Joachim Stuck,March Ford,2:35.640
3,14,Jody Scheckter,Tyrrell Ford,2:35.780
28,15,John Watson,Brabham Ford,2:36.060
4,16,Patrick Depailler,Tyrrell Ford,2:36.210
14,17,Jean-Pierre Beltoise,BRM,2:36.490
24,18,James Hunt,March Ford,2:37.240
17,19,Jean-Pierre Jarier,Shadow Ford,2:37.630
10,20,Howden  Ganley ,March Ford,2:37.650
26,21,Graham Hill,Lola Ford,2:38.620
15,22,Henri Pescarolo,BRM,2:38.800
37,23,Francois  Migault,BRM,2:39.200
8,24,Richard   Robarts,Brabham Ford,2:39.850
27,25,Guy Edwards,Lola Ford,2:42.150
