,Position,Driver,Car,Time
16,1,Charles Leclerc,Ferrari,1:30.558
1,2,Max Verstappen,Red Bull Racing RBPT,1:30.681
55,3,Carlos Sainz,Ferrari,1:30.687
11,4,Sergio Perez,Red Bull Racing RBPT,1:30.921
44,5,Lewis Hamilton,Mercedes,1:31.238
77,6,Valtteri Bottas,Alfa Romeo Ferrari,1:31.560
20,7,Kevin Magnussen,Haas Ferrari,1:31.808
14,8,Fernando Alonso,Alpine Renault,1:32.195
63,9,George Russell,Mercedes,1:32.216
10,10,Pierre Gasly,AlphaTauri RBPT,1:32.338
31,11,Esteban Ocon,Alpine Renault,1:31.782
47,12,Mick Schumacher,Haas Ferrari,1:31.998
4,13,Lando Norris,McLaren Mercedes,1:32.008
23,14,Alexander Albon,Williams Mercedes,1:32.664
24,15,Guanyu Zhou,Alfa Romeo Ferrari,1:33.543
22,16,Yuki Tsunoda,AlphaTauri RBPT,1:32.750
27,17,Nico Hulkenberg,Aston Martin Aramco Mercedes,1:32.777
3,18,Daniel Ricciardo,McLaren Mercedes,1:32.945
18,19,Lance Stroll,Aston Martin Aramco Mercedes,1:33.032
6,20,Nicholas Latifi,Williams Mercedes,1:33.634
