,Position,Driver,Car,Time
28,1,Stirling Moss,Lotus Climax,1:36.300
8,2,Jack Brabham,Cooper Climax,1:37.300
18,3,Tony Brooks,Cooper Climax,1:37.700
16,4,Chris  Bristow ,Cooper Climax,1:37.700
2,5,Jo Bonnier,BRM,1:37.700
6,6,Graham Hill,BRM,1:38.000
22,7,Innes Ireland,Lotus Climax,1:38.200
38,8,Wolfgang von Trips,Ferrari,1:38.300
34,9,Richie Ginther,Ferrari,1:38.600
36,10,Phil Hill,Ferrari,1:38.600
10,11,Bruce McLaren,Cooper Climax,1:38.600
14,12,Roy Salvadori,Cooper Climax,1:38.700
24,13,Alan  Stacey ,Lotus Climax,1:38.900
4,14,Dan Gurney,BRM,1:38.900
26,15,John Surtees,Lotus Climax,1:39.000
44,16,Maurice  Trintignant,Cooper Maserati,1:39.100
