,Position,Driver,Car,Time
33,1,Max Verstappen,Red Bull Racing Honda,1:28.997
44,2,Lewis Hamilton,Mercedes,1:29.385
77,3,Valtteri Bottas,Mercedes,1:29.586
16,4,Charles Leclerc,Ferrari,1:29.678
10,5,Pierre Gasly,AlphaTauri Honda,1:29.809
3,6,Daniel Ricciardo,McLaren Mercedes,1:29.927
4,7,Lando Norris,McLaren Mercedes,1:29.974
55,8,Carlos Sainz,Ferrari,1:30.215
14,9,Fernando Alonso,Alpine Renault,1:30.249
18,10,Lance Stroll,Aston Martin Mercedes,1:30.601
11,11,Sergio Perez,Red Bull Racing Honda,1:30.659
99,12,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:30.708
22,13,Yuki Tsunoda,AlphaTauri Honda,1:31.203
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:31.238
63,15,George Russell,Williams Mercedes,1:33.430
31,16,Esteban Ocon,Alpine Renault,1:31.724
6,17,Nicholas Latifi,Williams Mercedes,1:31.936
47,18,Mick Schumacher,Haas Ferrari,1:32.449
9,19,Nikita Mazepin,Haas Ferrari,1:33.273
5,20,Sebastian Vettel,Aston Martin Mercedes,1:32.056
