,Position,Driver,Car,Time
8,1,Jack Brabham,Brabham Climax,1:42.900
7,2,Jacky Ickx,Brabham Climax,1:43.600
3,3,Jackie Stewart,Matra Ford,1:43.670
5,4,Denny Hulme,McLaren Ford,1:43.700
10,5,Jo Siffert,Lotus Ford,1:43.810
2,6,Jochen Rindt,Lotus Ford,1:43.940
6,7,Bruce McLaren,McLaren Ford,1:44.750
4,8,Jean-Pierre Beltoise,Matra Ford,1:45.580
18,9,Piers   Courage,Brabham Ford,1:47.230
14,10,John Surtees,BRM,1:47.290
9,11,John   Miles,Lotus Ford,1:47.760
15,12,Jackie Oliver,BRM,1:48.010
19,13,Silvio  Moser ,Brabham Ford,1:48.250
16,14,Johnny  Servoz-Gavin ,Matra Ford,1:48.740
12,15,Pedro Rodriguez,Ferrari,1:49.460
21,16,Pete  Lovely ,Lotus Ford,1:50.340
22,17,George Eaton,BRM,1:52.300
