,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:29.493
6,2,Nico Rosberg,Mercedes,1:29.570
5,3,Sebastian Vettel,Ferrari,1:30.012
7,4,Kimi Räikkönen,Ferrari,1:30.244
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:30.854
77,6,Valtteri Bottas,Williams Mercedes,1:31.153
19,7,Felipe Massa,Williams Mercedes,1:31.155
27,8,Nico Hulkenberg,Force India Mercedes,1:31.620
8,9,Romain Grosjean,Haas Ferrari,1:31.756
33,10,Max Verstappen,Toro Rosso Ferrari,1:31.772
55,11,Carlos Sainz,Toro Rosso Ferrari,1:31.816
47,12,Stoffel Vandoorne,McLaren Honda,1:31.934
21,13,Esteban Gutierrez ,Haas Ferrari,1:31.945
22,14,Jenson Button,McLaren Honda,1:31.998
26,15,Daniil Kvyat,Red Bull Racing TAG Heuer,1:32.241
94,16,Pascal Wehrlein,MRT Mercedes,1:32.806
9,17,Marcus Ericsson,Sauber Ferrari,1:32.840
11,18,Sergio Perez,Force India Mercedes,1:32.911
30,19,Jolyon Palmer,Renault,1:33.438
88,20,Rio Haryanto,MRT Mercedes,1:34.190
12,21,Felipe Nasr,Sauber Ferrari,1:34.388
