,Position,Driver,Car,Time
77,1,Valtteri Bottas,Mercedes,1:32.029
5,2,Sebastian Vettel,Ferrari,1:32.041
33,3,Max Verstappen,Red Bull Racing Honda,1:32.096
16,4,Charles Leclerc,Ferrari,1:32.137
44,5,Lewis Hamilton,Mercedes,1:32.321
23,6,Alexander Albon,Red Bull Racing Honda,1:32.548
55,7,Carlos Sainz,McLaren Renault,1:32.847
4,8,Lando Norris,McLaren Renault,1:33.175
3,9,Daniel Ricciardo,Renault,1:33.488
10,10,Pierre Gasly,Scuderia Toro Rosso Honda,1:33.601
27,11,Nico Hulkenberg,Renault,1:33.815
20,12,Kevin Magnussen,Haas Ferrari,1:33.979
26,13,Daniil Kvyat,Scuderia Toro Rosso Honda,1:33.989
18,14,Lance Stroll,Racing Point BWT Mercedes,1:34.100
8,15,Romain Grosjean,Haas Ferrari,1:34.158
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:34.226
7,17,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:34.369
63,18,George Russell,Williams Mercedes,1:35.372
88,19,Robert Kubica,Williams Mercedes,1:35.889
11,20,Sergio Perez,Racing Point BWT Mercedes,1:35.808
