,Position,Driver,Car,Time
16,1,Charles Leclerc,Ferrari,1:10.346
33,2,Max Verstappen,Red Bull Racing Honda,1:10.576
77,3,Valtteri Bottas,Mercedes,1:10.601
55,4,Carlos Sainz,Ferrari,1:10.611
4,5,Lando Norris,McLaren Mercedes,1:10.620
10,6,Pierre Gasly,AlphaTauri Honda,1:10.900
44,7,Lewis Hamilton,Mercedes,1:11.095
5,8,Sebastian Vettel,Aston Martin Mercedes,1:11.419
11,9,Sergio Perez,Red Bull Racing Honda,1:11.573
99,10,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:11.779
31,11,Esteban Ocon,Alpine Renault,1:11.486
3,12,Daniel Ricciardo,McLaren Mercedes,1:11.598
18,13,Lance Stroll,Aston Martin Mercedes,1:11.600
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:11.642
63,15,George Russell,Williams Mercedes,1:11.830
22,16,Yuki Tsunoda,AlphaTauri Honda,1:12.096
14,17,Fernando Alonso,Alpine Renault,1:12.205
6,18,Nicholas Latifi,Williams Mercedes,1:12.366
9,19,Nikita Mazepin,Haas Ferrari,1:12.958
47,20,Mick Schumacher,Haas Ferrari,
