,Position,Driver,Car,Time
5,1,Jack Brabham,Brabham Climax,1:08.420
1,2,Jim Clark,Lotus Climax,1:08.530
9,3,Lorenzo Bandini,Ferrari,1:08.570
7,4,John Surtees,Cooper Maserati,1:08.730
3,5,Graham Hill,BRM,1:08.870
4,6,Jackie Stewart,BRM,1:09.170
6,7,Denny Hulme,Brabham Climax,1:09.280
12,8,Richie Ginther,Honda,1:09.370
8,9,Jochen Rindt,Cooper Maserati,1:09.630
11,10,Pedro Rodriguez,Lotus Climax,1:10.400
17,11,Bruce McLaren,McLaren Serenissima,1:10.570
18,12,Mike Spence,Lotus BRM,1:10.730
19,13,Jo Siffert,Cooper Maserati,1:10.970
15,14,Dan Gurney,Eagle Climax,1:11.030
22,15,Jo Bonnier,Brabham Climax,1:11.400
16,16,Bob Bondurant,Eagle Climax,1:12.400
10,17,Innes Ireland,BRM,1:12.630
14,18,Ronnie Bucknum,Honda,1:12.700
2,19,Peter  Arundell ,Lotus Climax,
