,Position,Driver,Car,Time
11,1,Jacky Ickx,Brabham Climax,1:17.400
18,2,Jean-Pierre Beltoise,Matra Ford,1:17.900
2,3,Jochen Rindt,Lotus Ford,1:17.900
17,4,Jackie Stewart,Matra Ford,1:17.900
5,5,Denny Hulme,McLaren Ford,1:18.000
12,6,Jack Brabham,Brabham Climax,1:18.000
1,7,Graham Hill,Lotus Ford,1:18.300
9,8,Jo Siffert,Lotus Ford,1:18.500
4,9,Bruce McLaren,McLaren Ford,1:18.500
21,10,Piers   Courage,Brabham Ford,1:19.500
3,11,John   Miles,Lotus Ford,1:20.000
15,12,Jackie Oliver,BRM,1:20.200
6,13,Pedro Rodriguez,Ferrari,1:20.500
14,14,John Surtees,BRM,1:20.600
19,15,Johnny  Servoz-Gavin ,Matra Ford,1:21.400
25,16,Pete  Lovely ,Lotus Ford,1:22.900
69,17,Al  Pease ,Eagle Climax,1:28.500
16,18,Bill   Brack,BRM,1:28.700
26,19,John  Cordts ,Brabham Climax,1:29.700
20,20,Silvio  Moser ,Brabham Ford,1:41.400
