,Position,Driver,Car,Time
4,1,Juan Manuel Fangio,Maserati,4:30.000
10,2,Alberto Ascari,Ferrari,4:32.000
2,3,Jose Froilan Gonzalez,Maserati,4:32.000
12,4,Nino Farina,Ferrari,4:36.000
8,5,Luigi  Villoresi,Ferrari,4:39.000
28,6,Onofre Marimon,Maserati,4:40.000
14,7,Mike Hawthorn,Ferrari,4:42.000
18,8,Maurice  Trintignant,Gordini,4:45.000
30,9,Toulo de Graffenried,Maserati,4:49.000
6,10,Johnny Claes,Maserati,4:50.000
24,11,Paul Frere,HWM Alta,4:52.000
20,12,Harry Schell,Gordini,4:53.000
32,13,Louis  Rosier,Ferrari,4:56.000
16,14,Jean Behra,Gordini,4:57.000
38,15,Fred Wacker,Gordini,5:03.000
26,16,Peter Collins,HWM Alta,5:03.000
22,17,Lance Macklin,HWM Alta,5:14.000
40,18,Andre Pilette,Connaught Lea Francis,5:23.000
36,19,Arthur Legat,Veritas,5:41.000
34,20,Georges Berger,Simca-Gordini,5:58.000
