,Position,Driver,Car,Lap,Time
32,1,Bertrand Gachot,Jordan Ford,71,1:21.547
1,2,Ayrton Senna,McLaren Honda,58,1:22.392
5,3,Nigel Mansell,Williams Renault,56,1:22.574
6,4,Riccardo Patrese,Williams Renault,35,1:22.878
28,5,Jean Alesi,Ferrari,39,1:23.065
25,6,Thierry Boutsen,Ligier Lamborghini,49,1:23.066
27,7,Alain Prost,Ferrari,25,1:23.305
8,8,Mark Blundell,Brabham Yamaha,43,1:23.467
23,9,Pierluigi Martini,Minardi Ferrari,41,1:23.824
19,10,Roberto Moreno,Benetton Ford,54,1:23.943
2,11,Gerhard Berger,McLaren Honda,58,1:23.954
16,12,Ivan Capelli,Leyton House Ilmor,48,1:23.962
24,13,Gianni Morbidelli,Minardi Ferrari,52,1:24.128
33,14,Andrea de Cesaris,Jordan Ford,43,1:24.146
15,15,Mauricio Gugelmin,Leyton House Ilmor,49,1:24.230
7,16,Martin Brundle,Brabham Yamaha,19,1:24.573
4,17,Stefano Modena,Tyrrell Honda,66,1:24.576
11,18,Mika Hakkinen,Lotus Judd,66,1:24.594
26,19,Erik Comas,Ligier Lamborghini,27,1:25.029
34,20,Nicola Larini,Lambo Lamborghini,42,1:25.322
30,21,Aguri Suzuki,Lola Ford,32,1:25.548
22,22,Jyrki Jarvilehto,Dallara Judd,43,1:25.697
29,23,Eric Bernard,Lola Ford,34,1:25.713
20,24,Nelson Piquet,Benetton Ford,32,1:25.889
3,25,Satoru Nakajima,Tyrrell Honda,55,1:26.078
21,26,Emanuele Pirro,Dallara Judd,17,1:26.554
