,Position,Driver,Car,Time / Gap
1,1,Ayrton Senna,McLaren Honda,1:18.532
2,2,Gerhard Berger,McLaren Honda,+1.331s
5,3,Nigel Mansell,Williams Renault,+1.382s
16,4,Ivan Capelli,Leyton House Ilmor,+1.978s
28,5,Jean Alesi,Ferrari,+2.068s
27,6,Alain Prost,Ferrari,+2.644s
19,7,Roberto Moreno,Benetton Ford,+2.875s
8,8,Mark Blundell,Brabham Yamaha,+2.961s
33,9,Andrea de Cesaris,Jordan Ford,+3.373s
20,10,Nelson Piquet,Benetton Ford,+3.500s
21,11,Emanuele Pirro,Dallara Judd,+3.501s
7,12,Martin Brundle,Brabham Yamaha,+3.509s
4,13,Stefano Modena,Tyrrell Honda,+3.719s
6,14,Riccardo Patrese,Williams Renault,+4.198s
25,15,Thierry Boutsen,Ligier Lamborghini,+4.353s
3,16,Satoru Nakajima,Tyrrell Honda,+4.578s
23,17,Pierluigi Martini,Minardi Ferrari,+4.718s
15,18,Mauricio Gugelmin,Leyton House Ilmor,+4.850s
9,19,Michele Alboreto,Footwork Porsche,+5.120s
30,20,Aguri Suzuki,Lola Ford,+5.252s
22,21,Jyrki Jarvilehto,Dallara Judd,+5.470s
32,22,Bertrand Gachot,Jordan Ford,+5.819s
14,23,Olivier Grouillard,Fondmetal Ford,+5.830s
29,24,Eric Bernard,Lola Ford,+6.204s
24,25,Gianni Morbidelli,Minardi Ferrari,+6.387s
26,26,Erik Comas,Ligier Lamborghini,+6.768s
12,27,Michael Bartels,Lotus Judd,+7.537s
34,28,Nicola Larini,Lambo Lamborghini,+8.729s
11,29,Mika Hakkinen,Lotus Judd,+9.051s
35,30,Eric van de Poele,Lambo Lamborghini,+10.787s
