,Position,Driver,Car,Time / Gap
1,1,Ayrton Senna,McLaren Honda,1:17.821
27,2,Alain Prost,Ferrari,+0.100s
5,3,Nigel Mansell,Williams Renault,+0.514s
2,4,Gerhard Berger,McLaren Honda,+0.912s
16,5,Ivan Capelli,Leyton House Ilmor,+1.805s
28,6,Jean Alesi,Ferrari,+1.836s
23,7,Pierluigi Martini,Minardi Ferrari,+2.125s
6,8,Riccardo Patrese,Williams Renault,+2.213s
4,9,Stefano Modena,Tyrrell Honda,+2.337s
25,10,Thierry Boutsen,Ligier Lamborghini,+2.524s
33,11,Andrea de Cesaris,Jordan Ford,+2.672s
19,12,Roberto Moreno,Benetton Ford,+2.712s
8,13,Mark Blundell,Brabham Yamaha,+2.781s
21,14,Emanuele Pirro,Dallara Judd,+2.873s
7,15,Martin Brundle,Brabham Yamaha,+2.928s
32,16,Bertrand Gachot,Jordan Ford,+2.983s
20,17,Nelson Piquet,Benetton Ford,+3.094s
26,18,Erik Comas,Ligier Lamborghini,+3.319s
3,19,Satoru Nakajima,Tyrrell Honda,+3.418s
22,20,Jyrki Jarvilehto,Dallara Judd,+3.450s
15,21,Mauricio Gugelmin,Leyton House Ilmor,+3.727s
34,22,Nicola Larini,Lambo Lamborghini,+4.278s
11,23,Mika Hakkinen,Lotus Judd,+4.411s
9,24,Michele Alboreto,Footwork Porsche,+4.434s
35,25,Eric van de Poele,Lambo Lamborghini,+4.644s
14,26,Olivier Grouillard,Fondmetal Ford,+4.707s
24,27,Gianni Morbidelli,Minardi Ferrari,+4.924s
12,28,Michael Bartels,Lotus Judd,+5.082s
29,29,Eric Bernard,Lola Ford,+5.226s
30,30,Aguri Suzuki,Lola Ford,+5.781s
