,Position,Driver,Car,Time / Gap
27,1,Michele Alboreto,Ferrari,1:44.290
12,2,Ayrton Senna,McLaren Honda,+0.253s
5,3,Nigel Mansell,Williams Judd,+0.378s
16,4,Ivan Capelli,March Judd,+0.404s
6,5,Riccardo Patrese,Williams Judd,+0.640s
15,6,Mauricio Gugelmin,March Judd,+0.655s
11,7,Alain Prost,McLaren Honda,+0.943s
2,8,Satoru Nakajima,Lotus Honda,+1.441s
22,9,Andrea de Cesaris,Rial Ford,+1.802s
1,10,Nelson Piquet,Lotus Honda,+1.903s
20,11,Thierry Boutsen,Benetton Ford,+1.989s
36,12,Alex Caffi,Dallara Ford,+2.563s
19,13,Alessandro Nannini,Benetton Ford,+2.804s
23,14,Pierluigi Martini,Minardi Ford,+3.059s
18,15,Eddie  Cheever,Arrows Megatron,+3.138s
30,16,Philippe Alliot,Lola Ford,+3.231s
14,17,Philippe Streiff,AGS Ford,+3.311s
28,18,Gerhard Berger,Ferrari,+3.359s
26,19,Stefan Johansson,Ligier Judd,+3.443s
10,20,Bernd Schneider,Zakspeed,+3.631s
25,21,Rene Arnoux,Ligier Judd,+3.746s
21,22,Nicola Larini,Osella,+4.261s
9,23,Piercarlo Ghinzani,Zakspeed,+4.373s
29,24,Aguri Suzuki,Lola Ford,+4.435s
24,25,Luis Perez-Sala,Minardi Ford,+4.517s
4,26,Julian Bailey,Tyrrell Ford,+4.763s
3,27,Jonathan  Palmer,Tyrrell Ford,+5.258s
17,28,Derek Warwick,Arrows Megatron,+5.279s
33,29,Stefano Modena,Euro Brun Ford,+5.286s
32,30,Oscar Larrauri,Euro Brun Ford,+6.128s
