,Position,Driver,Car,Time
5,1,Nelson Piquet,Brabham Ford,1:25.710
27,2,Gilles Villeneuve,Ferrari,1:25.788
12,3,Nigel Mansell,Lotus Ford,1:25.815
2,4,Carlos Reutemann,Williams Ford,1:26.010
29,5,Riccardo Patrese,Arrows Ford,1:26.040
11,6,Elio de Angelis,Lotus Ford,1:26.259
1,7,Alan  Jones,Williams Ford,1:26.538
26,8,Jacques Laffite,Ligier Matra,1:26.704
15,9,Alain Prost,Renault,1:26.953
7,10,John Watson,McLaren Ford,1:27.058
8,11,Andrea de Cesaris,McLaren Ford,1:27.122
22,12,Mario Andretti,Alfa Romeo,1:27.512
16,13,Rene Arnoux,Renault,1:27.513
30,14,Siegfried Stohr,Arrows Ford,1:27.564
3,15,Eddie  Cheever,Tyrrell Ford,1:27.594
33,16,Patrick Tambay,Theodore Ford,1:27.939
28,17,Didier Pironi,Ferrari,1:28.266
23,18,Bruno Giacomelli,Alfa Romeo,1:28.323
14,19,Marc Surer,Ensign Ford,1:28.339
4,20,Michele Alboreto,Tyrrell Ford,1:28.358
