,Position,Driver,Car,Time
6,1,Kimi Räikkönen,McLaren Mercedes,1:11.670
2,2,Rubens Barrichello,Ferrari,1:11.794
20,3,Olivier Panis,Toyota,1:11.920
3,4,Juan Pablo Montoya,Williams BMW,1:11.948
4,5,Ralf Schumacher,Williams BMW,1:12.078
8,6,Fernando Alonso,Renault,1:12.087
1,7,Michael Schumacher,Ferrari,1:12.194
5,8,David Coulthard,McLaren Mercedes,1:12.297
21,9,Cristiano da Matta,Toyota,1:12.326
7,10,Jarno Trulli,Renault,1:12.566
17,11,Jenson Button,BAR Honda,1:12.695
16,12,Jacques Villeneuve,BAR Honda,1:13.050
9,13,Nick Heidfeld,Sauber Petronas,1:13.083
14,14,Mark Webber,Jaguar Cosworth,1:13.269
10,15,Heinz-Harald Frentzen,Sauber Petronas,1:13.447
15,16,Justin Wilson,Jaguar Cosworth,1:13.585
11,17,Giancarlo Fisichella,Jordan Ford,1:13.798
12,18,Ralph Firman,Jordan Ford,1:14.027
19,19,Jos Verstappen,Minardi Cosworth,1:15.360
18,20,Nicolas Kiesa,Minardi Cosworth,1:15.644
